ID;Codice;Configurazione;Tipo_Parete;Montante;Guida;Tipologia_Lastra;Spessore_Lastra_mm;Numero_Lati;Numero_Strati;Spessore_Totale_mm;Peso_kg_mq;Isolamento_Acustico_Rw_dB;Resistenza_Fuoco
1091;cp_singola-c75-h2o-9.5;Controparete Singola;Controparete;C 75/50;U 75/40;Idrofuga;9.5;1;1;84.5;10.1;49;REI 30
1092;cp_singola-c75-h2o-12.5;Controparete Singola;Controparete;C 75/50;U 75/40;Idrofuga;12.5;1;1;87.5;12.4;51;REI 30
1093;cp_singola-c75-h2o-15;Controparete Singola;Controparete;C 75/50;U 75/40;Idrofuga;15;1;1;90;14.3;53;REI 30
1094;cp_singola-c75-h2o-18;Controparete Singola;Controparete;C 75/50;U 75/40;Idrofuga;18;1;1;93;16.5;56;REI 30
1095;cp_singola-c75-h2o-25;Controparete Singola;Controparete;C 75/50;U 75/40;Idrofuga;25;1;1;100;21.8;61;REI 30
1096;cp_singola-c75-fono-6;Controparete Singola;Controparete;C 75/50;U 75/40;Fonoisolante;6;1;1;81;7.5;51;REI 30
1097;cp_singola-c75-fono-9.5;Controparete Singola;Controparete;C 75/50;U 75/40;Fonoisolante;9.5;1;1;84.5;10.1;54;REI 30
1098;cp_singola-c75-fono-12.5;Controparete Singola;Controparete;C 75/50;U 75/40;Fonoisolante;12.5;1;1;87.5;12.4;56;REI 30
1099;cp_singola-c75-fono-15;Controparete Singola;Controparete;C 75/50;U 75/40;Fonoisolante;15;1;1;90;14.3;58;REI 30
1100;cp_singola-c75-fono-18;Controparete Singola;Controparete;C 75/50;U 75/40;Fonoisolante;18;1;1;93;16.5;61;REI 30
1101;cp_singola-c75-fono-25;Controparete Singola;Controparete;C 75/50;U 75/40;Fonoisolante;25;1;1;100;21.8;66;REI 30
1102;cp_singola-c75-fuoco-6;Controparete Singola;Controparete;C 75/50;U 75/40;Antifuoco;6;1;1;81;7.5;46;REI 45
1103;cp_singola-c75-fuoco-9.5;Controparete Singola;Controparete;C 75/50;U 75/40;Antifuoco;9.5;1;1;84.5;10.1;49;REI 45
1104;cp_singola-c75-fuoco-12.5;Controparete Singola;Controparete;C 75/50;U 75/40;Antifuoco;12.5;1;1;87.5;12.4;51;REI 45
1105;cp_singola-c75-fuoco-15;Controparete Singola;Controparete;C 75/50;U 75/40;Antifuoco;15;1;1;90;14.3;53;REI 60
1106;cp_singola-c75-fuoco-18;Controparete Singola;Controparete;C 75/50;U 75/40;Antifuoco;18;1;1;93;16.5;56;REI 60
1107;cp_singola-c75-fuoco-25;Controparete Singola;Controparete;C 75/50;U 75/40;Antifuoco;25;1;1;100;21.8;61;REI 60
1108;cp_singola-c75-flex-6;Controparete Singola;Controparete;C 75/50;U 75/40;Flessibile;6;1;1;81;7.5;46;REI 30
1109;cp_singola-c75-impatto-6;Controparete Singola;Controparete;C 75/50;U 75/40;Alta resistenza;6;1;1;81;7.5;46;REI 30
1110;cp_singola-c75-impatto-9.5;Controparete Singola;Controparete;C 75/50;U 75/40;Alta resistenza;9.5;1;1;84.5;10.1;49;REI 30
1111;cp_singola-c75-impatto-12.5;Controparete Singola;Controparete;C 75/50;U 75/40;Alta resistenza;12.5;1;1;87.5;12.4;51;REI 30
1112;cp_singola-c75-impatto-15;Controparete Singola;Controparete;C 75/50;U 75/40;Alta resistenza;15;1;1;90;14.3;53;REI 30
1113;cp_singola-c75-impatto-18;Controparete Singola;Controparete;C 75/50;U 75/40;Alta resistenza;18;1;1;93;16.5;56;REI 30
1114;cp_singola-c75-impatto-25;Controparete Singola;Controparete;C 75/50;U 75/40;Alta resistenza;25;1;1;100;21.8;61;REI 30
1115;cp_singola-c75-fibra-6;Controparete Singola;Controparete;C 75/50;U 75/40;Fibrorinforzata;6;1;1;81;7.5;46;REI 30
1116;cp_singola-c75-fibra-9.5;Controparete Singola;Controparete;C 75/50;U 75/40;Fibrorinforzata;9.5;1;1;84.5;10.1;49;REI 30
1117;cp_singola-c75-fibra-12.5;Controparete Singola;Controparete;C 75/50;U 75/40;Fibrorinforzata;12.5;1;1;87.5;12.4;51;REI 30
1118;cp_singola-c75-fibra-15;Controparete Singola;Controparete;C 75/50;U 75/40;Fibrorinforzata;15;1;1;90;14.3;53;REI 30
1119;cp_singola-c75-fibra-18;Controparete Singola;Controparete;C 75/50;U 75/40;Fibrorinforzata;18;1;1;93;16.5;56;REI 30
1120;cp_singola-c75-fibra-25;Controparete Singola;Controparete;C 75/50;U 75/40;Fibrorinforzata;25;1;1;100;21.8;61;REI 30
1121;cp_singola-c75-combi-6;Controparete Singola;Controparete;C 75/50;U 75/40;Combinata;6;1;1;81;7.5;46;REI 45
1122;cp_singola-c75-combi-9.5;Controparete Singola;Controparete;C 75/50;U 75/40;Combinata;9.5;1;1;84.5;10.1;49;REI 45
1123;cp_singola-c75-combi-12.5;Controparete Singola;Controparete;C 75/50;U 75/40;Combinata;12.5;1;1;87.5;12.4;51;REI 45
1124;cp_singola-c75-combi-15;Controparete Singola;Controparete;C 75/50;U 75/40;Combinata;15;1;1;90;14.3;53;REI 60
1125;cp_singola-c75-combi-18;Controparete Singola;Controparete;C 75/50;U 75/40;Combinata;18;1;1;93;16.5;56;REI 60
1126;cp_singola-c75-combi-25;Controparete Singola;Controparete;C 75/50;U 75/40;Combinata;25;1;1;100;21.8;61;REI 60
1127;cp_singola-c100-std-6;Controparete Singola;Controparete;C 100/50;U 100/40;Standard;6;1;1;106;7.5;50;REI 30
1128;cp_singola-c100-std-9.5;Controparete Singola;Controparete;C 100/50;U 100/40;Standard;9.5;1;1;109.5;10.1;53;REI 30
1129;cp_singola-c100-std-12.5;Controparete Singola;Controparete;C 100/50;U 100/40;Standard;12.5;1;1;112.5;12.4;55;REI 30
1130;cp_singola-c100-std-15;Controparete Singola;Controparete;C 100/50;U 100/40;Standard;15;1;1;115;14.3;57;REI 30
1131;cp_singola-c100-std-18;Controparete Singola;Controparete;C 100/50;U 100/40;Standard;18;1;1;118;16.5;59;REI 30
1132;cp_singola-c100-std-25;Controparete Singola;Controparete;C 100/50;U 100/40;Standard;25;1;1;125;21.8;65;REI 30
1133;cp_singola-c100-h2o-6;Controparete Singola;Controparete;C 100/50;U 100/40;Idrofuga;6;1;1;106;7.5;50;REI 30
1134;cp_singola-c100-h2o-9.5;Controparete Singola;Controparete;C 100/50;U 100/40;Idrofuga;9.5;1;1;109.5;10.1;53;REI 30
1135;cp_singola-c100-h2o-12.5;Controparete Singola;Controparete;C 100/50;U 100/40;Idrofuga;12.5;1;1;112.5;12.4;55;REI 30
1136;cp_singola-c100-h2o-15;Controparete Singola;Controparete;C 100/50;U 100/40;Idrofuga;15;1;1;115;14.3;57;REI 30
1137;cp_singola-c100-h2o-18;Controparete Singola;Controparete;C 100/50;U 100/40;Idrofuga;18;1;1;118;16.5;59;REI 30
1138;cp_singola-c100-h2o-25;Controparete Singola;Controparete;C 100/50;U 100/40;Idrofuga;25;1;1;125;21.8;65;REI 30
1139;cp_singola-c100-fono-6;Controparete Singola;Controparete;C 100/50;U 100/40;Fonoisolante;6;1;1;106;7.5;55;REI 30
1140;cp_singola-c100-fono-9.5;Controparete Singola;Controparete;C 100/50;U 100/40;Fonoisolante;9.5;1;1;109.5;10.1;58;REI 30
1141;cp_singola-c100-fono-12.5;Controparete Singola;Controparete;C 100/50;U 100/40;Fonoisolante;12.5;1;1;112.5;12.4;60;REI 30
1142;cp_singola-c100-fono-15;Controparete Singola;Controparete;C 100/50;U 100/40;Fonoisolante;15;1;1;115;14.3;62;REI 30
1143;cp_singola-c100-fono-18;Controparete Singola;Controparete;C 100/50;U 100/40;Fonoisolante;18;1;1;118;16.5;64;REI 30
1144;cp_singola-c100-fono-25;Controparete Singola;Controparete;C 100/50;U 100/40;Fonoisolante;25;1;1;125;21.8;70;REI 30
1145;cp_singola-c100-fuoco-6;Controparete Singola;Controparete;C 100/50;U 100/40;Antifuoco;6;1;1;106;7.5;50;REI 45
1146;cp_singola-c100-fuoco-9.5;Controparete Singola;Controparete;C 100/50;U 100/40;Antifuoco;9.5;1;1;109.5;10.1;53;REI 45
1147;cp_singola-c100-fuoco-12.5;Controparete Singola;Controparete;C 100/50;U 100/40;Antifuoco;12.5;1;1;112.5;12.4;55;REI 45
1148;cp_singola-c100-fuoco-15;Controparete Singola;Controparete;C 100/50;U 100/40;Antifuoco;15;1;1;115;14.3;57;REI 60
1149;cp_singola-c100-fuoco-18;Controparete Singola;Controparete;C 100/50;U 100/40;Antifuoco;18;1;1;118;16.5;59;REI 60
1150;cp_singola-c100-fuoco-25;Controparete Singola;Controparete;C 100/50;U 100/40;Antifuoco;25;1;1;125;21.8;65;REI 60
1151;cp_singola-c100-flex-6;Controparete Singola;Controparete;C 100/50;U 100/40;Flessibile;6;1;1;106;7.5;50;REI 30
1152;cp_singola-c100-impatto-6;Controparete Singola;Controparete;C 100/50;U 100/40;Alta resistenza;6;1;1;106;7.5;50;REI 30
1153;cp_singola-c100-impatto-9.5;Controparete Singola;Controparete;C 100/50;U 100/40;Alta resistenza;9.5;1;1;109.5;10.1;53;REI 30
1154;cp_singola-c100-impatto-12.5;Controparete Singola;Controparete;C 100/50;U 100/40;Alta resistenza;12.5;1;1;112.5;12.4;55;REI 30
1155;cp_singola-c100-impatto-15;Controparete Singola;Controparete;C 100/50;U 100/40;Alta resistenza;15;1;1;115;14.3;57;REI 30
1156;cp_singola-c100-impatto-18;Controparete Singola;Controparete;C 100/50;U 100/40;Alta resistenza;18;1;1;118;16.5;59;REI 30
1157;cp_singola-c100-impatto-25;Controparete Singola;Controparete;C 100/50;U 100/40;Alta resistenza;25;1;1;125;21.8;65;REI 30
1158;cp_singola-c100-fibra-6;Controparete Singola;Controparete;C 100/50;U 100/40;Fibrorinforzata;6;1;1;106;7.5;50;REI 30
1159;cp_singola-c100-fibra-9.5;Controparete Singola;Controparete;C 100/50;U 100/40;Fibrorinforzata;9.5;1;1;109.5;10.1;53;REI 30
1160;cp_singola-c100-fibra-12.5;Controparete Singola;Controparete;C 100/50;U 100/40;Fibrorinforzata;12.5;1;1;112.5;12.4;55;REI 30
1161;cp_singola-c100-fibra-15;Controparete Singola;Controparete;C 100/50;U 100/40;Fibrorinforzata;15;1;1;115;14.3;57;REI 30
1162;cp_singola-c100-fibra-18;Controparete Singola;Controparete;C 100/50;U 100/40;Fibrorinforzata;18;1;1;118;16.5;59;REI 30
1163;cp_singola-c100-fibra-25;Controparete Singola;Controparete;C 100/50;U 100/40;Fibrorinforzata;25;1;1;125;21.8;65;REI 30
1164;cp_singola-c100-combi-6;Controparete Singola;Controparete;C 100/50;U 100/40;Combinata;6;1;1;106;7.5;50;REI 45
1165;cp_singola-c100-combi-9.5;Controparete Singola;Controparete;C 100/50;U 100/40;Combinata;9.5;1;1;109.5;10.1;53;REI 45
1166;cp_singola-c100-combi-12.5;Controparete Singola;Controparete;C 100/50;U 100/40;Combinata;12.5;1;1;112.5;12.4;55;REI 45
1167;cp_singola-c100-combi-15;Controparete Singola;Controparete;C 100/50;U 100/40;Combinata;15;1;1;115;14.3;57;REI 60
1168;cp_singola-c100-combi-18;Controparete Singola;Controparete;C 100/50;U 100/40;Combinata;18;1;1;118;16.5;59;REI 60
1169;cp_singola-c100-combi-25;Controparete Singola;Controparete;C 100/50;U 100/40;Combinata;25;1;1;125;21.8;65;REI 60
1170;cp_doppia-c50-std-6;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Standard;6;1;2;62;12.0;45;REI 30
1171;cp_doppia-c50-std-9.5;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Standard;9.5;1;2;69;17.3;48;REI 30
1172;cp_doppia-c50-std-12.5;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Standard;12.5;1;2;75;21.8;51;REI 30
1173;cp_doppia-c50-std-15;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Standard;15;1;2;80;25.5;53;REI 30
1174;cp_doppia-c50-std-18;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Standard;18;1;2;86;30.0;55;REI 30
1175;cp_doppia-c50-std-25;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Standard;25;1;2;100;40.5;61;REI 30
1176;cp_doppia-c50-h2o-6;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Idrofuga;6;1;2;62;12.0;45;REI 30
1177;cp_doppia-c50-h2o-9.5;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Idrofuga;9.5;1;2;69;17.3;48;REI 30
1178;cp_doppia-c50-h2o-12.5;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Idrofuga;12.5;1;2;75;21.8;51;REI 30
1179;cp_doppia-c50-h2o-15;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Idrofuga;15;1;2;80;25.5;53;REI 30
1180;cp_doppia-c50-h2o-18;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Idrofuga;18;1;2;86;30.0;55;REI 30
1181;cp_doppia-c50-h2o-25;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Idrofuga;25;1;2;100;40.5;61;REI 30
1182;cp_doppia-c50-fono-6;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Fonoisolante;6;1;2;62;12.0;50;REI 30
1183;cp_doppia-c50-fono-9.5;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Fonoisolante;9.5;1;2;69;17.3;53;REI 30
1184;cp_doppia-c50-fono-12.5;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Fonoisolante;12.5;1;2;75;21.8;56;REI 30
1185;cp_doppia-c50-fono-15;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Fonoisolante;15;1;2;80;25.5;58;REI 30
1186;cp_doppia-c50-fono-18;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Fonoisolante;18;1;2;86;30.0;60;REI 30
1187;cp_doppia-c50-fono-25;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Fonoisolante;25;1;2;100;40.5;66;REI 30
1188;cp_doppia-c50-fuoco-6;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Antifuoco;6;1;2;62;12.0;45;REI 90
1189;cp_doppia-c50-fuoco-9.5;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Antifuoco;9.5;1;2;69;17.3;48;REI 90
1190;cp_doppia-c50-fuoco-12.5;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Antifuoco;12.5;1;2;75;21.8;51;REI 90
1191;cp_doppia-c50-fuoco-15;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Antifuoco;15;1;2;80;25.5;53;REI 90
1192;cp_doppia-c50-fuoco-18;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Antifuoco;18;1;2;86;30.0;55;REI 90
1193;cp_doppia-c50-fuoco-25;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Antifuoco;25;1;2;100;40.5;61;REI 90
1194;cp_doppia-c50-flex-6;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Flessibile;6;1;2;62;12.0;45;REI 30
1195;cp_doppia-c50-impatto-6;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Alta resistenza;6;1;2;62;12.0;45;REI 30
1196;cp_doppia-c50-impatto-9.5;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Alta resistenza;9.5;1;2;69;17.3;48;REI 30
1197;cp_doppia-c50-impatto-12.5;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Alta resistenza;12.5;1;2;75;21.8;51;REI 30
1198;cp_doppia-c50-impatto-15;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Alta resistenza;15;1;2;80;25.5;53;REI 30
1199;cp_doppia-c50-impatto-18;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Alta resistenza;18;1;2;86;30.0;55;REI 30
1200;cp_doppia-c50-impatto-25;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Alta resistenza;25;1;2;100;40.5;61;REI 30
1201;cp_doppia-c50-fibra-6;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Fibrorinforzata;6;1;2;62;12.0;45;REI 30
1202;cp_doppia-c50-fibra-9.5;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Fibrorinforzata;9.5;1;2;69;17.3;48;REI 30
1203;cp_doppia-c50-fibra-12.5;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Fibrorinforzata;12.5;1;2;75;21.8;51;REI 30
1204;cp_doppia-c50-fibra-15;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Fibrorinforzata;15;1;2;80;25.5;53;REI 30
1205;cp_doppia-c50-fibra-18;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Fibrorinforzata;18;1;2;86;30.0;55;REI 30
1206;cp_doppia-c50-fibra-25;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Fibrorinforzata;25;1;2;100;40.5;61;REI 30
1207;cp_doppia-c50-combi-6;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Combinata;6;1;2;62;12.0;45;REI 90
1208;cp_doppia-c50-combi-9.5;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Combinata;9.5;1;2;69;17.3;48;REI 90
1209;cp_doppia-c50-combi-12.5;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Combinata;12.5;1;2;75;21.8;51;REI 90
1210;cp_doppia-c50-combi-15;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Combinata;15;1;2;80;25.5;53;REI 90
1211;cp_doppia-c50-combi-18;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Combinata;18;1;2;86;30.0;55;REI 90
1212;cp_doppia-c50-combi-25;Controparete Doppia Lastra;Controparete;C 50/50;U 50/40;Combinata;25;1;2;100;40.5;61;REI 90
1213;cp_doppia-c75-std-6;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Standard;6;1;2;87;12.0;49;REI 30
1214;cp_doppia-c75-std-9.5;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Standard;9.5;1;2;94;17.3;52;REI 30
1215;cp_doppia-c75-std-12.5;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Standard;12.5;1;2;100;21.8;54;REI 30
1216;cp_doppia-c75-std-15;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Standard;15;1;2;105;25.5;56;REI 30
1217;cp_doppia-c75-std-18;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Standard;18;1;2;111;30.0;59;REI 30
1218;cp_doppia-c75-std-25;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Standard;25;1;2;125;40.5;64;REI 30
1219;cp_doppia-c75-h2o-6;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Idrofuga;6;1;2;87;12.0;49;REI 30
1220;cp_doppia-c75-h2o-9.5;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Idrofuga;9.5;1;2;94;17.3;52;REI 30
1221;cp_doppia-c75-h2o-12.5;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Idrofuga;12.5;1;2;100;21.8;54;REI 30
1222;cp_doppia-c75-h2o-15;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Idrofuga;15;1;2;105;25.5;56;REI 30
1223;cp_doppia-c75-h2o-18;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Idrofuga;18;1;2;111;30.0;59;REI 30
1224;cp_doppia-c75-h2o-25;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Idrofuga;25;1;2;125;40.5;64;REI 30
1225;cp_doppia-c75-fono-6;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Fonoisolante;6;1;2;87;12.0;54;REI 30
1226;cp_doppia-c75-fono-9.5;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Fonoisolante;9.5;1;2;94;17.3;57;REI 30
1227;cp_doppia-c75-fono-12.5;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Fonoisolante;12.5;1;2;100;21.8;59;REI 30
1228;cp_doppia-c75-fono-15;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Fonoisolante;15;1;2;105;25.5;61;REI 30
1229;cp_doppia-c75-fono-18;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Fonoisolante;18;1;2;111;30.0;64;REI 30
1230;cp_doppia-c75-fono-25;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Fonoisolante;25;1;2;125;40.5;69;REI 30
1231;cp_doppia-c75-fuoco-6;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Antifuoco;6;1;2;87;12.0;49;REI 90
1232;cp_doppia-c75-fuoco-9.5;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Antifuoco;9.5;1;2;94;17.3;52;REI 90
1233;cp_doppia-c75-fuoco-12.5;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Antifuoco;12.5;1;2;100;21.8;54;REI 90
1234;cp_doppia-c75-fuoco-15;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Antifuoco;15;1;2;105;25.5;56;REI 90
1235;cp_doppia-c75-fuoco-18;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Antifuoco;18;1;2;111;30.0;59;REI 90
1236;cp_doppia-c75-fuoco-25;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Antifuoco;25;1;2;125;40.5;64;REI 90
1237;cp_doppia-c75-flex-6;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Flessibile;6;1;2;87;12.0;49;REI 30
1238;cp_doppia-c75-impatto-6;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Alta resistenza;6;1;2;87;12.0;49;REI 30
1239;cp_doppia-c75-impatto-9.5;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Alta resistenza;9.5;1;2;94;17.3;52;REI 30
1240;cp_doppia-c75-impatto-12.5;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Alta resistenza;12.5;1;2;100;21.8;54;REI 30
1241;cp_doppia-c75-impatto-15;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Alta resistenza;15;1;2;105;25.5;56;REI 30
1242;cp_doppia-c75-impatto-18;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Alta resistenza;18;1;2;111;30.0;59;REI 30
1243;cp_doppia-c75-impatto-25;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Alta resistenza;25;1;2;125;40.5;64;REI 30
1244;cp_doppia-c75-fibra-6;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Fibrorinforzata;6;1;2;87;12.0;49;REI 30
1245;cp_doppia-c75-fibra-9.5;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Fibrorinforzata;9.5;1;2;94;17.3;52;REI 30
1246;cp_doppia-c75-fibra-12.5;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Fibrorinforzata;12.5;1;2;100;21.8;54;REI 30
1247;cp_doppia-c75-fibra-15;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Fibrorinforzata;15;1;2;105;25.5;56;REI 30
1248;cp_doppia-c75-fibra-18;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Fibrorinforzata;18;1;2;111;30.0;59;REI 30
1249;cp_doppia-c75-fibra-25;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Fibrorinforzata;25;1;2;125;40.5;64;REI 30
1250;cp_doppia-c75-combi-6;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Combinata;6;1;2;87;12.0;49;REI 90
1251;cp_doppia-c75-combi-9.5;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Combinata;9.5;1;2;94;17.3;52;REI 90
1252;cp_doppia-c75-combi-12.5;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Combinata;12.5;1;2;100;21.8;54;REI 90
1253;cp_doppia-c75-combi-15;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Combinata;15;1;2;105;25.5;56;REI 90
1254;cp_doppia-c75-combi-18;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Combinata;18;1;2;111;30.0;59;REI 90
1255;cp_doppia-c75-combi-25;Controparete Doppia Lastra;Controparete;C 75/50;U 75/40;Combinata;25;1;2;125;40.5;64;REI 90
1256;cp_doppia-c100-std-6;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Standard;6;1;2;112;12.0;53;REI 30
1257;cp_doppia-c100-std-9.5;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Standard;9.5;1;2;119;17.3;56;REI 30
1258;cp_doppia-c100-std-12.5;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Standard;12.5;1;2;125;21.8;58;REI 30
1259;cp_doppia-c100-std-15;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Standard;15;1;2;130;25.5;60;REI 30
1260;cp_doppia-c100-std-18;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Standard;18;1;2;136;30.0;62;REI 30
1261;cp_doppia-c100-std-25;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Standard;25;1;2;150;40.5;68;REI 30
1262;cp_doppia-c100-h2o-6;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Idrofuga;6;1;2;112;12.0;53;REI 30
1263;cp_doppia-c100-h2o-9.5;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Idrofuga;9.5;1;2;119;17.3;56;REI 30
1264;cp_doppia-c100-h2o-12.5;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Idrofuga;12.5;1;2;125;21.8;58;REI 30
1265;cp_doppia-c100-h2o-15;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Idrofuga;15;1;2;130;25.5;60;REI 30
1266;cp_doppia-c100-h2o-18;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Idrofuga;18;1;2;136;30.0;62;REI 30
1267;cp_doppia-c100-h2o-25;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Idrofuga;25;1;2;150;40.5;68;REI 30
1268;cp_doppia-c100-fono-6;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Fonoisolante;6;1;2;112;12.0;58;REI 30
1269;cp_doppia-c100-fono-9.5;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Fonoisolante;9.5;1;2;119;17.3;61;REI 30
1270;cp_doppia-c100-fono-12.5;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Fonoisolante;12.5;1;2;125;21.8;63;REI 30
1271;cp_doppia-c100-fono-15;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Fonoisolante;15;1;2;130;25.5;65;REI 30
1272;cp_doppia-c100-fono-18;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Fonoisolante;18;1;2;136;30.0;67;REI 30
1273;cp_doppia-c100-fono-25;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Fonoisolante;25;1;2;150;40.5;73;REI 30
1274;cp_doppia-c100-fuoco-6;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Antifuoco;6;1;2;112;12.0;53;REI 90
1275;cp_doppia-c100-fuoco-9.5;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Antifuoco;9.5;1;2;119;17.3;56;REI 90
1276;cp_doppia-c100-fuoco-12.5;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Antifuoco;12.5;1;2;125;21.8;58;REI 90
1277;cp_doppia-c100-fuoco-15;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Antifuoco;15;1;2;130;25.5;60;REI 90
1278;cp_doppia-c100-fuoco-18;Controparete Doppia Lastra;Controparete;C 100/50;U 100/40;Antifuoco;18;1;2;136;30.0;62;REI 90
